"","doc_id","token","upos","label"
"107","doc15","want","VERB","Irrelavant"
"108","doc15","america","ADV","Irrelavant"
"109","doc15","great","ADJ","Irrelavant"
"110","doc15","want","VERB","Irrelavant"
"111","doc15","know","VERB","Irrelavant"
"112","doc15","know","VERB","Irrelavant"
"113","doc15","conservatives","NOUN","Irrelavant"
"114","doc15","patriots","NOUN","Irrelavant"
"115","doc16","cte","ADJ","Irrelavant"
"116","doc16","business","NOUN","Profession"
"117","doc16","marketing","NOUN","Profession"
"118","doc16","teacheri","NOUN","Irrelavant"
"119","doc16","teach","NOUN","Irrelavant"
"120","doc16","marketing","NOUN","Profession"
"121","doc16","hospitality","NOUN","Irrelavant"
"122","doc16","event","NOUN","Irrelavant"
"123","doc16","planning","VERB","Irrelavant"
"124","doc16","senior","ADJ","Irrelavant"
"125","doc16","capstone","NOUN","Irrelavant"
"126","doc16","hlhs","VERB","Irrelavant"
"127","doc16","bs","NOUN","Irrelavant"
"128","doc16","ms","NOUN","Irrelavant"
"129","doc17","ufe","ADJ","Irrelavant"
"130","doc17","constant","ADJ","Irrelavant"
"131","doc17","life","NOUN","Irrelavant"
"132","doc17","changeu","NOUN","Irrelavant"
"133","doc18","team","NOUN","Irrelavant"
"134","doc18","viva","NOUN","Irrelavant"
"135","doc18","manager","NOUN","Irrelavant"
"136","doc18","team","NOUN","Irrelavant"
"137","doc18","recruits","NOUN","Irrelavant"
"138","doc18","teamviva","ADP","Irrelavant"
"139","doc18","gabrielkellee","NOUN","Irrelavant"
"140","doc18","treplayzyt","NOUN","Irrelavant"
"141","doc18","itzxboxxd","VERB","Irrelavant"
"142","doc18","chaotic","ADJ","Irrelavant"
"143","doc18","imunknownz","NOUN","Irrelavant"
"144","doc18","team","NOUN","Irrelavant"
"145","doc18","sponsored","VERB","Irrelavant"
"146","doc18","therogueenergy","NOUN","Irrelavant"
"147","doc19","trump","NOUN","Irrelavant"
"148","doc19","train","NOUN","Irrelavant"
"149","doc19","arrived","VERB","Irrelavant"
"150","doc19","station","NOUN","Irrelavant"
"151","doc19","maga","NOUN","Irrelavant"
"152","doc19","patriot","NOUN","Irrelavant"
"153","doc19","americafirst","ADJ","Irrelavant"
"154","doc19","buildthewall","NOUN","Irrelavant"
"155","doc19","draintheswamp","NOUN","Irrelavant"
"156","doc19","ndamendment","NOUN","Irrelavant"
"157","doc20","im","INTJ","Irrelavant"
"158","doc20","just","ADV","Irrelavant"
"159","doc20","friendly","ADJ","Irrelavant"
"160","doc20","loving","ADJ","Personality"
"161","doc20","guy","NOUN","Irrelavant"
"162","doc20","whos","NOUN","Irrelavant"
"163","doc20","godfearing","VERB","Irrelavant"
"164","doc20","religious","ADJ","Irrelavant"
"165","doc20","caring","NOUN","Irrelavant"
"166","doc20","understanding","NOUN","Irrelavant"
"167","doc20","sweet","ADJ","Irrelavant"
"168","doc20","i","PRON","Irrelavant"
"169","doc20","m","AUX","Irrelavant"
"170","doc20","kind","ADV","Irrelavant"
"171","doc20","guy","ADV","Irrelavant"
"172","doc20","whos","ADV","Irrelavant"
"173","doc20","bubbly","ADV","Irrelavant"
"174","doc20","fun","NOUN","Irrelavant"
"175","doc21","just","ADV","Irrelavant"
"176","doc21","look","VERB","Irrelavant"
"177","doc21","now","ADV","Irrelavant"
"178","doc21","loved","VERB","Irrelavant"
"179","doc22","western","ADJ","Irrelavant"
"180","doc22","regional","ADJ","Irrelavant"
"181","doc22","director","NOUN","Profession"
"182","doc22","national","ADJ","Irrelavant"
"183","doc22","rnha","NOUN","Irrelavant"
"184","doc22","give","NOUN","Irrelavant"
"185","doc22","challenge","NOUN","Irrelavant"
"186","doc22","ill","AUX","Irrelavant"
"187","doc22","meet","VERB","Irrelavant"
"188","doc22","joy","ADV","Irrelavant"
"189","doc22","reagan","ADV","Irrelavant"
"190","doc23","crybaby","NOUN","Irrelavant"
"191","doc24","gofounders","NOUN","Irrelavant"
"192","doc24","onpassive","ADJ","Irrelavant"
"193","doc24","review","NOUN","Irrelavant"
"194","doc24","imonpassive","ADJ","Irrelavant"
"195","doc24","review","NOUN","Irrelavant"
"196","doc24","long","ADJ","Irrelavant"
"197","doc24","term","NOUN","Irrelavant"
"198","doc24","trusted","VERB","Irrelavant"
"199","doc24","company","NOUN","Irrelavant"
"200","doc24","based","VERB","Irrelavant"
"201","doc24","florida","PROPN","Irrelavant"
"202","doc24","httpstcofkwwuscso","X","Irrelavant"
"203","doc24","onpassive","ADJ","Irrelavant"
"204","doc24","gofounders","NOUN","Irrelavant"
"205","doc24","imonpassive","ADJ","Irrelavant"
"206","doc24","mlm","NOUN","Irrelavant"
"207","doc25","nike","ADP","Irrelavant"
"208","doc25","national","ADJ","Irrelavant"
"209","doc25","account","NOUN","Profession"
"210","doc25","manager","NOUN","Profession"
"211","doc26","lovely","ADJ","Irrelavant"
"212","doc26","military","ADJ","Irrelavant"
"213","doc26","man","NOUN","Irrelavant"
"214","doc26","love","VERB","Irrelavant"
"215","doc26","ready","ADJ","Irrelavant"
"216","doc26","fight","NOUN","Irrelavant"
"217","doc26","country","NOUN","Irrelavant"
"218","doc27","psalm","NOUN","Irrelavant"
"219","doc27","tv","NOUN","Irrelavant"
"220","doc27","news","NOUN","Irrelavant"
"221","doc27","reporter","NOUN","Irrelavant"
"222","doc27","nabj","PROPN","Irrelavant"
"223","doc27","member","NOUN","Irrelavant"
"224","doc28","deputy","NOUN","Irrelavant"
"225","doc28","husband","NOUN","Irrelavant"
"226","doc28","daddy","NOUN","Irrelavant"
"227","doc28","saint","NOUN","Irrelavant"
"228","doc28","leo","NOUN","Irrelavant"
"229","doc28","university","NOUN","Profession"
"230","doc29","tweet","NOUN","Irrelavant"
"231","doc29","tv","NOUN","Irrelavant"
"232","doc29","showsmy","NOUN","Irrelavant"
"233","doc29","thoughtsgod","NOUN","Irrelavant"
"234","doc29","country","NOUN","Irrelavant"
"235","doc29","i","PRON","Irrelavant"
"236","doc29","m","AUX","Irrelavant"
"237","doc29","entrepreneurtravel","VERB","Irrelavant"
"238","doc29","agentpianist","ADV","Irrelavant"
"239","doc29","amerindianuf","ADV","Irrelavant"
"240","doc29","follow","VERB","Irrelavant"
"241","doc29","back","ADV","Irrelavant"
"242","doc29","ufbuffaua","X","Irrelavant"
"243","doc29","deleted","VERB","Irrelavant"
"244","doc29","kfighting","VERB","Irrelavant"
"245","doc29","type","NOUN","Irrelavant"
"246","doc30","landscape","NOUN","Irrelavant"
"247","doc30","designer","NOUN","Irrelavant"
"248","doc30","specialized","VERB","Irrelavant"
"249","doc30","golf","NOUN","Irrelavant"
"250","doc30","course","NOUN","Irrelavant"
"251","doc30","designing","VERB","Irrelavant"
"252","doc30","also","ADV","Irrelavant"
"253","doc30","pro","X","Irrelavant"
"254","doc30","golfer","ADJ","Irrelavant"
"255","doc30","golf","NOUN","Irrelavant"
"256","doc30","tutor","NOUN","Irrelavant"
"257","doc31","life","NOUN","Irrelavant"
"258","doc31","like","ADP","Irrelavant"
"259","doc31","rollercoaster","NOUN","Irrelavant"
"260","doc31","filled","VERB","Irrelavant"
"261","doc31","twists","NOUN","Irrelavant"
"262","doc31","turns","VERB","Irrelavant"
"263","doc31","ups","NOUN","Irrelavant"
"264","doc31","downs","VERB","Irrelavant"
"265","doc31","least","ADV","Irrelavant"
"266","doc31","fun","NOUN","Irrelavant"
"267","doc32","previously","ADV","Irrelavant"
"268","doc32","bad","ADJ","Irrelavant"
"269","doc32","shit","NOUN","Irrelavant"
"270","doc32","now","ADV","Irrelavant"
"271","doc32","just","ADV","Irrelavant"
"272","doc32","shit","NOUN","Irrelavant"
"273","doc33","much","ADV","Irrelavant"
"274","doc33","harder","ADJ","Irrelavant"
"275","doc33","conservative","ADJ","Irrelavant"
"276","doc33","liberal","NOUN","Irrelavant"
"277","doc33","easier","ADV","Irrelavant"
"278","doc33","give","VERB","Irrelavant"
"279","doc33","someone","PRON","Irrelavant"
"280","doc33","finger","NOUN","Irrelavant"
"281","doc33","helping","VERB","Irrelavant"
"282","doc33","hand","NOUN","Irrelavant"
"283","doc33","give","NOUN","Irrelavant"
"284","doc33","helping","VERB","Irrelavant"
"285","doc33","hand","NOUN","Irrelavant"
"286","doc33","ufa","NOUN","Irrelavant"
"287","doc34","love","VERB","Irrelavant"
"288","doc34","god","NOUN","Irrelavant"
"289","doc34","love","NOUN","Irrelavant"
"290","doc34","others","NOUN","Irrelavant"
"291","doc34","love","VERB","Irrelavant"
"292","doc34","bacon","ADP","Irrelavant"
"293","doc34","mmmm","NOUN","Irrelavant"
"294","doc34","bacon","NOUN","Irrelavant"
"295","doc35","university","NOUN","Profession"
"296","doc35","kentucky","NOUN","Irrelavant"
"297","doc36","nimo","X","Irrelavant"
"298","doc36","naeema","X","Irrelavant"
"299","doc36","sky","ADJ","Irrelavant"
"300","doc36","jd","NOUN","Irrelavant"
"301","doc36","ebook","NOUN","Irrelavant"
"302","doc36","memoir","NOUN","Irrelavant"
"303","doc36","<U+393C><U+3E35>","PUNCT","Irrelavant"
"304","doc36","httpstcohvrhclwx","NOUN","Irrelavant"
"305","doc36","<U+393C><U+3E35>httpstcohzdboqp","NOUN","Irrelavant"
"306","doc36","<U+393C><U+3E35>","PUNCT","Irrelavant"
"307","doc36","nimomemoir","NOUN","Irrelavant"
"308","doc37","single","ADJ","Irrelavant"
"309","doc37","looking","VERB","Irrelavant"
"310","doc37","serious","ADJ","Irrelavant"
"311","doc37","honest","ADJ","Irrelavant"
"312","doc37","caring","NOUN","Irrelavant"
"313","doc37","loving","ADJ","Personality"
"314","doc37","man","NOUN","Irrelavant"
"315","doc37","can","AUX","Irrelavant"
"316","doc37","spend","VERB","Irrelavant"
"317","doc37","rest","ADJ","Irrelavant"
"318","doc37","life","NOUN","Irrelavant"
"319","doc37","text","NOUN","Irrelavant"
"320","doc37","number","NOUN","Irrelavant"
"321","doc37","email","NOUN","Irrelavant"
"322","doc37","shellyfunmilayogmailc","NOUN","Irrelavant"
"323","doc38","bus","NOUN","Irrelavant"
"324","doc38","kid","NOUN","Irrelavant"
"325","doc38","uaufef","NOUN","Irrelavant"
"326","doc38","bus","NOUN","Irrelavant"
"327","doc38","captain","NOUN","Irrelavant"
"328","doc38","preparing","VERB","Irrelavant"
"329","doc38","ministry","NOUN","Irrelavant"
"330","doc38","commonwealth","NOUN","Irrelavant"
"331","doc38","baptist","NOUN","Irrelavant"
"332","doc38","college","NOUN","Profession"
"333","doc38","jordan","NOUN","Irrelavant"
"334","doc38","leeann","NOUN","Irrelavant"
"335","doc38","uufef","NOUN","Irrelavant"
"336","doc39","tony","DET","Irrelavant"
"337","doc39","pace","NOUN","Irrelavant"
"338","doc39","versatile","SCONJ","Irrelavant"
"339","doc39","performing","VERB","Irrelavant"
"340","doc39","recording","NOUN","Irrelavant"
"341","doc39","artist","NOUN","Profession"
"342","doc39","comedy","ADJ","Irrelavant"
"343","doc39","inspirational","ADJ","Irrelavant"
"344","doc39","music","NOUN","Hobbies"
"345","doc39","children","NOUN","Irrelavant"
"346","doc39","music","NOUN","Hobbies"
"347","doc39","instrumentals","NOUN","Irrelavant"
"348","doc39","live","VERB","Irrelavant"
"349","doc39","performances","NOUN","Irrelavant"
"350","doc40","radio","NOUN","Irrelavant"
"351","doc40","host","NOUN","Irrelavant"
"352","doc40","wvycuffb","NUM","Irrelavant"
"353","doc40","promotions","NOUN","Irrelavant"
"354","doc40","director","NOUN","Profession"
"355","doc40","student","NOUN","Profession"
"356","doc40","ycp","NOUN","Irrelavant"
"357","doc40","ufa","NOUN","Irrelavant"
"358","doc40","photographervideographer","NOUN","Irrelavant"
"359","doc40","uffufa","NOUN","Irrelavant"
"360","doc41","official","ADJ","Irrelavant"
"361","doc41","newspaper","NOUN","Irrelavant"
"362","doc41","serving","VERB","Irrelavant"
"363","doc41","liberty","NOUN","Irrelavant"
"364","doc41","university","NOUN","Profession"
"365","doc41","lynchburg","NOUN","Irrelavant"
"366","doc41","area","NOUN","Irrelavant"
"367","doc41","accurately","ADV","Irrelavant"
"368","doc41","reporting","VERB","Irrelavant"
"369","doc41","news","NOUN","Irrelavant"
"370","doc41","events","NOUN","Irrelavant"
"371","doc41","sports","NOUN","Hobbies"
"372","doc41","news","NOUN","Irrelavant"
"373","doc41","tip","NOUN","Irrelavant"
"374","doc41","tweet","NOUN","Irrelavant"
"375","doc41","us","PRON","Irrelavant"
"376","doc42","httpstcorehejb","X","Irrelavant"
"377","doc43","international","ADJ","Irrelavant"
"378","doc43","best","ADJ","Irrelavant"
"379","doc43","selling","VERB","Irrelavant"
"380","doc43","author","NOUN","Profession"
"381","doc43","speaker","NOUN","Irrelavant"
"382","doc43","cocreator","NOUN","Irrelavant"
"383","doc43","access","NOUN","Irrelavant"
"384","doc43","consciousness","NOUN","Irrelavant"
"385","doc43","inspiring","VERB","Irrelavant"
"386","doc43","world","NOUN","Irrelavant"
"387","doc43","total","ADJ","Irrelavant"
"388","doc43","allowance","NOUN","Irrelavant"
"389","doc43","caring","NOUN","Irrelavant"
"390","doc43","humor","NOUN","Irrelavant"
"391","doc43","deep","ADJ","Irrelavant"
"392","doc43","inner","ADJ","Irrelavant"
"393","doc43","knowing","NOUN","Irrelavant"
"394","doc44","animalrescue","X","Irrelavant"
"395","doc44","hcwslv","X","Irrelavant"
"396","doc44","zookeeper","X","Irrelavant"
"397","doc44","instagram","X","Irrelavant"
"398","doc44","follow","X","Irrelavant"
"399","doc44","squirrelwhirl","X","Irrelavant"
"400","doc44","facebook","X","Irrelavant"
"401","doc44","roosyougmailcom","X","Irrelavant"
"402","doc45","med","VERB","Irrelavant"
"403","doc45","folket","NOUN","Irrelavant"
"404","doc45","f<U+663C><U+3E36>r","NOUN","Irrelavant"
"405","doc45","fosterlandet","NOUN","Irrelavant"
"406","doc45","plikten","NUM","Irrelavant"
"407","doc45","framf","NOUN","Irrelavant"
"408","doc45","<U+663C><U+3E36>r","NOUN","Irrelavant"
"409","doc45","allt","NOUN","Irrelavant"
"410","doc45","r<U+653C><U+3E34>","SYM","Irrelavant"
"411","doc45","tt","NOUN","Irrelavant"
"412","doc45","och","NOUN","Irrelavant"
"413","doc45","sanning","VERB","Irrelavant"
"414","doc45","f<U+663C><U+3E36>r","ADJ","Irrelavant"
"415","doc45","sveriges","NOUN","Irrelavant"
"416","doc45","v<U+653C><U+3E34>l","NOUN","Irrelavant"
"417","doc46","invented","VERB","Irrelavant"
"418","doc46","following","VERB","Irrelavant"
"419","doc46","hashtag","X","Irrelavant"
"420","doc47","ygg","X","Irrelavant"
"421","doc48","account","NOUN","Profession"
"422","doc48","tribute","NOUN","Irrelavant"
"423","doc48","man","NOUN","Irrelavant"
"424","doc48","gave","VERB","Irrelavant"
"425","doc48","life","NOUN","Irrelavant"
"426","doc48","countryamericanchristianuffscienceuffauff","NOUN","Irrelavant"
"427","doc48","god","PROPN","Irrelavant"
"428","doc48","bless","VERB","Irrelavant"
"429","doc48","america","PROPN","Irrelavant"
"430","doc49","employeeowned","VERB","Irrelavant"
"431","doc49","firm","NOUN","Irrelavant"
"432","doc49","specializing","VERB","Irrelavant"
"433","doc49","cyber","NOUN","Irrelavant"
"434","doc49","security","NOUN","Profession"
"435","doc49","support","NOUN","Profession"
"436","doc49","services","NOUN","Irrelavant"
"437","doc49","solutions","NOUN","Irrelavant"
"438","doc49","training","NOUN","Irrelavant"
"439","doc51","ufauuua","X","Irrelavant"
"440","doc51","uduuc","X","Irrelavant"
"441","doc51","uuduu","X","Irrelavant"
"442","doc51","uuuuufa","X","Irrelavant"
"443","doc51","uuua","X","Irrelavant"
"444","doc51","uuduucu","X","Irrelavant"
"445","doc51","uuuauufuauf","NOUN","Irrelavant"
"446","doc51","uucuuu","X","Irrelavant"
"447","doc51","uuuuu","X","Irrelavant"
"448","doc51","uuuuuuauuuuuuuau","X","Irrelavant"
"449","doc51","u","X","Irrelavant"
"450","doc51","uucuuuauuc","X","Irrelavant"
"451","doc51","uuuuu","X","Irrelavant"
"452","doc51","uuuua","X","Irrelavant"
"453","doc51","uu","X","Irrelavant"
"454","doc51","uauuau","X","Irrelavant"
"455","doc51","uuauu","X","Irrelavant"
"456","doc51","uuauuuua","X","Irrelavant"
"457","doc51","uuufu","X","Irrelavant"
"458","doc51","uu","X","Irrelavant"
"459","doc51","uauuauu","X","Irrelavant"
"460","doc51","uuuu","X","Irrelavant"
"461","doc51","uuuuufuau","X","Irrelavant"
"462","doc51","ubuuaua","X","Irrelavant"
"463","doc51","uuuuu","X","Irrelavant"
"464","doc51","uua","X","Irrelavant"
"465","doc51","uu","X","Irrelavant"
"466","doc51","uuau","X","Irrelavant"
"467","doc52","time","NOUN","Irrelavant"
"468","doc52","alive","ADJ","Irrelavant"
"469","doc52","<U+393C><U+3E32>","PUNCT","Irrelavant"
"470","doc52","m","NOUN","Irrelavant"
"471","doc52","proud","ADJ","Personality"
"472","doc52","american","ADJ","Irrelavant"
"473","doc52","woman","NOUN","Irrelavant"
"474","doc52","loves","VERB","Irrelavant"
"475","doc52","country","NOUN","Irrelavant"
"476","doc52","everything","PRON","Irrelavant"
"477","doc52","makes","VERB","Irrelavant"
"478","doc52","great","ADJ","Irrelavant"
"479","doc52","let","NOUN","Irrelavant"
"480","doc52","<U+393C><U+3E32>s","NOUN","Irrelavant"
"481","doc52","keep","VERB","Irrelavant"
"482","doc52","great","ADJ","Irrelavant"
"483","doc53","government","NOUN","Irrelavant"
"484","doc53","watch","VERB","Irrelavant"
"485","doc53","dog","NOUN","Irrelavant"
"486","doc53","worked","VERB","Irrelavant"
"487","doc53","social","ADJ","Profession"
"488","doc53","welfare","NOUN","Irrelavant"
"489","doc54","latest","ADJ","Irrelavant"
"490","doc54","music","NOUN","Hobbies"
"491","doc54","entertainment","NOUN","Irrelavant"
"492","doc54","pop","NOUN","Irrelavant"
"493","doc54","culture","NOUN","Irrelavant"
"494","doc54","uaufefvisit","NOUN","Irrelavant"
"495","doc54","website","NOUN","Irrelavant"
"496","doc54","httpstcoyhnuuvx","NOUN","Irrelavant"
"497","doc54","uaufef","NOUN","Irrelavant"
"498","doc55","im","ADJ","Irrelavant"
"499","doc55","independent","ADJ","Irrelavant"
"500","doc55","man","NOUN","Irrelavant"
"501","doc55","love","NOUN","Irrelavant"
"502","doc55","life","NOUN","Irrelavant"
"503","doc55","god","NOUN","Irrelavant"
"504","doc56","ask","VERB","Irrelavant"
"505","doc57","cubs","NOUN","Irrelavant"
"506","doc57","fan","ADJ","Irrelavant"
"507","doc57","bears","NOUN","Irrelavant"
"508","doc57","fan","NOUN","Irrelavant"
"509","doc57","cyclist","NOUN","Irrelavant"
"510","doc57","uufefuufefuufef","NOUN","Irrelavant"
"511","doc57","twitch","NOUN","Irrelavant"
"512","doc57","whiteboyrick","NOUN","Irrelavant"
"513","doc58","ranked","VERB","Irrelavant"
"514","doc58","th","ADP","Irrelavant"
"515","doc58","world","NOUN","Irrelavant"
"516","doc58","thumb","NUM","Irrelavant"
"517","doc58","wrestling","NOUN","Irrelavant"
"518","doc59","political","ADJ","Profession"
"519","doc59","sportsentertainment","NOUN","Irrelavant"
"520","doc60","photography","NOUN","Irrelavant"
"521","doc60","inquiries","NOUN","Irrelavant"
"522","doc60","fotoinquirygmailcom","X","Irrelavant"
"523","doc61","single","ADJ","Irrelavant"
"524","doc61","politician","NOUN","Irrelavant"
"525","doc61","can","AUX","Irrelavant"
"526","doc61","win","VERB","Irrelavant"
"527","doc61","change","NOUN","Irrelavant"
"528","doc61","need","NOUN","Irrelavant"
"529","doc61","west","ADV","Irrelavant"
"530","doc61","virginia","ADP","Irrelavant"
"531","doc61","movement","NOUN","Irrelavant"
"532","doc61","can","AUX","Irrelavant"
"533","doc61","<U+393C><U+3E32>","PUNCT","Irrelavant"
"534","doc61","m","PROPN","Irrelavant"
"535","doc61","stephen","ADV","Irrelavant"
"536","doc61","smith","ADP","Irrelavant"
"537","doc61","governor","PROPN","Irrelavant"
"538","doc61","<U+393C><U+3E32>","PUNCT","Irrelavant"
"539","doc61","m","AUX","Irrelavant"
"540","doc61","alone","ADJ","Irrelavant"
"541","doc61","please","INTJ","Irrelavant"
"542","doc61","join","VERB","Irrelavant"
"543","doc61","us","PRON","Irrelavant"
"544","doc62","everything","PRON","Irrelavant"
"545","doc62","relative","ADV","Irrelavant"
"546","doc62","just","ADV","Irrelavant"
"547","doc62","depends","VERB","Irrelavant"
"548","doc62","side","NOUN","Irrelavant"
"549","doc62","butter","NOUN","Irrelavant"
"550","doc62","bread","NOUN","Irrelavant"
"551","doc63","awarding","VERB","Irrelavant"
"552","doc63","platform","NOUN","Irrelavant"
"553","doc63","awards","NOUN","Irrelavant"
"554","doc63","upcoming","ADJ","Irrelavant"
"555","doc63","talented","ADJ","Irrelavant"
"556","doc63","artist","NOUN","Profession"
"557","doc63","base","NOUN","Irrelavant"
"558","doc63","yearly","ADV","Irrelavant"
"559","doc63","performance","NOUN","Irrelavant"
"560","doc63","annually","ADV","Irrelavant"
"561","doc64","proudly","ADV","Irrelavant"
"562","doc64","serving","VERB","Irrelavant"
"563","doc64","serviceoriented","VERB","Irrelavant"
"564","doc64","businesses","NOUN","Irrelavant"
"565","doc64","contractors","NOUN","Irrelavant"
"566","doc64","distributors","NOUN","Irrelavant"
"567","doc64","manufacturers","NOUN","Irrelavant"
"568","doc64","since","SCONJ","Irrelavant"
"569","doc64","technology","NOUN","Profession"
"570","doc64","partners","NOUN","Irrelavant"
"571","doc64","success","NOUN","Irrelavant"
"572","doc65","afghanistan","ADV","Irrelavant"
"573","doc66","honest","ADJ","Irrelavant"
"574","doc66","photos","NOUN","Irrelavant"
"575","doc66","personal","ADJ","Irrelavant"
"576","doc66","interviews","NOUN","Irrelavant"
"577","doc66","hardworking","VERB","Irrelavant"
"578","doc66","men","NOUN","Irrelavant"
"579","doc66","women","NOUN","Irrelavant"
"580","doc66","building","NOUN","Irrelavant"
"581","doc66","michigan","AUX","Irrelavant"
"582","doc66","created","VERB","Irrelavant"
"583","doc66","milaborers","NOUN","Irrelavant"
"584","doc67","actor","NOUN","Irrelavant"
"585","doc67","musician","NOUN","Profession"
"586","doc67","writer","NOUN","Profession"
"587","doc67","grad","NOUN","Irrelavant"
"588","doc67","student","NOUN","Profession"
"589","doc67","veteran","NOUN","Irrelavant"
"590","doc67","vegetarian","NOUN","Irrelavant"
"591","doc67","<U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>","PUNCT","Irrelavant"
