"","doc_id","sentence","token","upos","Entity"
"120","doc16","cte business marketing teacheri teach marketing hospitality event planning senior capstone hlhs bs ms","marketing","NOUN","Profession"
"135","doc18","team viva manager team recruits teamviva gabrielkellee treplayzyt itzxboxxd chaotic imunknownz team sponsored therogueenergy","manager","NOUN","Profession"
"152","doc19","trump train arrived station maga patriot americafirst buildthewall draintheswamp ndamendment","patriot","NOUN","Personality"
"159","doc20","im just friendly loving guy whos godfearing religious caring understanding sweet im kind guy whos bubbly fun","friendly","ADJ","Personality"
"160","doc20","im just friendly loving guy whos godfearing religious caring understanding sweet im kind guy whos bubbly fun","loving","ADJ","Personality"
"163","doc20","im just friendly loving guy whos godfearing religious caring understanding sweet im kind guy whos bubbly fun","godfearing","VERB","Personality"
"170","doc20","im just friendly loving guy whos godfearing religious caring understanding sweet im kind guy whos bubbly fun","kind","ADV","Personality"
"173","doc20","im just friendly loving guy whos godfearing religious caring understanding sweet im kind guy whos bubbly fun","bubbly","ADV","Personality"
"181","doc22","western regional director national rnha give challenge ill meet joy reagan","director","NOUN","Profession"
"199","doc24","gofounders onpassive review imonpassive review long term trusted company based florida httpstcofkwwuscso onpassive gofounders imonpassive mlm","company","NOUN","Profession"
"207","doc25","nike national account manager","nike","ADP","Organization"
"209","doc25","nike national account manager","account","NOUN","Profession"
"210","doc25","nike national account manager","manager","NOUN","Profession"
"221","doc27","psalm tv news reporter nabj member","reporter","NOUN","Profession"
"229","doc28","deputy husband daddy saint leo university","university","NOUN","Profession"
"246","doc30","landscape designer specialized golf course designing also pro golfer golf tutor","landscape","NOUN","Profession"
"247","doc30","landscape designer specialized golf course designing also pro golfer golf tutor","designer","NOUN","Profession"
"249","doc30","landscape designer specialized golf course designing also pro golfer golf tutor","golf","NOUN","Hobbies"
"255","doc30","landscape designer specialized golf course designing also pro golfer golf tutor","golf","NOUN","Hobbies"
"295","doc35","university kentucky","university","NOUN","Profession"
"310","doc37","single looking serious honest caring loving man can spend rest life text number email shellyfunmilayogmailc","serious","ADJ","Personality"
"311","doc37","single looking serious honest caring loving man can spend rest life text number email shellyfunmilayogmailc","honest","ADJ","Personality"
"313","doc37","single looking serious honest caring loving man can spend rest life text number email shellyfunmilayogmailc","loving","ADJ","Personality"
"332","doc38","bus kid uaufef bus captain preparing ministry commonwealth baptist college jordan leeann uufef","college","NOUN","Profession"
"338","doc39","tony pace versatile performing recording artist comedy inspirational music children music instrumentals live performances","versatile","SCONJ","Personality"
"341","doc39","tony pace versatile performing recording artist comedy inspirational music children music instrumentals live performances","artist","NOUN","Profession"
"344","doc39","tony pace versatile performing recording artist comedy inspirational music children music instrumentals live performances","music","NOUN","Hobbies"
"346","doc39","tony pace versatile performing recording artist comedy inspirational music children music instrumentals live performances","music","NOUN","Hobbies"
"354","doc40","radio host wvycuffb promotions director student ycp ufa photographervideographer uffufa","director","NOUN","Profession"
"355","doc40","radio host wvycuffb promotions director student ycp ufa photographervideographer uffufa","student","NOUN","Profession"
"364","doc41","official newspaper serving liberty university lynchburg area accurately reporting news events sports news tip tweet us","university","NOUN","Profession"
"371","doc41","official newspaper serving liberty university lynchburg area accurately reporting news events sports news tip tweet us","sports","NOUN","Hobbies"
"380","doc43","international best selling author speaker cocreator access consciousness inspiring world total allowance caring humor deep inner knowing","author","NOUN","Profession"
"387","doc43","international best selling author speaker cocreator access consciousness inspiring world total allowance caring humor deep inner knowing","total","ADJ","Organization"
"400","doc44","animalrescue hcwslv zookeeper instagram follow squirrelwhirl facebook roosyougmailcom","facebook","X","Organization"
"421","doc48","account tribute man gave life countryamericanchristianuffscienceuffauff god bless america","account","NOUN","Profession"
"433","doc49","employeeowned firm specializing cyber security support services solutions training","cyber","NOUN","Profession"
"434","doc49","employeeowned firm specializing cyber security support services solutions training","security","NOUN","Profession"
"435","doc49","employeeowned firm specializing cyber security support services solutions training","support","NOUN","Profession"
"438","doc49","employeeowned firm specializing cyber security support services solutions training","training","NOUN","Profession"
"471","doc52","time alive <U+393C><U+3E32>m proud american woman loves country everything makes great let<U+393C><U+3E32>s keep great","proud","ADJ","Personality"
"483","doc53","government watch dog worked social welfare","government","NOUN","Profession"
"487","doc53","government watch dog worked social welfare","social","ADJ","Profession"
"488","doc53","government watch dog worked social welfare","welfare","NOUN","Profession"
"490","doc54","latest music entertainment pop culture uaufefvisit website httpstcoyhnuuvx uaufef","music","NOUN","Hobbies"
"517","doc58","ranked th world thumb wrestling","wrestling","NOUN","Hobbies"
"518","doc59","political sportsentertainment","political","ADJ","Profession"
"520","doc60","photography inquiries fotoinquirygmailcom","photography","NOUN","Hobbies"
"531","doc61","single politician can win change need west virginia movement can <U+393C><U+3E32>m stephen smith governor <U+393C><U+3E32>","movement","NOUN","Profession"
"556","doc63","awarding platform awards upcoming talented artist base yearly performance annually","artist","NOUN","Profession"
"569","doc64","proudly serving serviceoriented businesses contractors distributors manufacturers since technology partners success","technology","NOUN","Profession"
"573","doc66","honest photos personal interviews hardworking men women building michigan created milaborers","honest","ADJ","Personality"
"577","doc66","honest photos personal interviews hardworking men women building michigan created milaborers","hardworking","VERB","Personality"
"580","doc66","honest photos personal interviews hardworking men women building michigan created milaborers","building","NOUN","Profession"
"585","doc67","actor musician writer grad student veteran vegetarian <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>","musician","NOUN","Profession"
"586","doc67","actor musician writer grad student veteran vegetarian <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>","writer","NOUN","Profession"
"588","doc67","actor musician writer grad student veteran vegetarian <U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37><U+393C><U+3E37>","student","NOUN","Profession"
"596","doc68","barca fan politics dna chisa mbama","politics","NOUN","Hobbies"
"605","doc69","mom awesome boys educator travel agent lover adventure","agent","NOUN","Profession"
"622","doc72","proud mummy dancer poet","proud","ADJ","Personality"
"625","doc72","proud mummy dancer poet","poet","NOUN","Profession"
"674","doc79","account suspended fourth time amstill part resistance still hunting berniebros deplorafcks u will never shut upua","account","NOUN","Profession"
"682","doc79","account suspended fourth time amstill part resistance still hunting berniebros deplorafcks u will never shut upua","hunting","VERB","Hobbies"
"722","doc84","im mother patrioti trust q potus looking intimate relationship twitter interested","twitter","NOUN","Organization"
"724","doc85","optimistic","optimistic","ADJ","Personality"
"748","doc88","dedicated electing kamala harris america<U+393C><U+3E32>s th president affiliated kamala harris neverbernie stillwithher kamala","harris","NOUN","Organization"
"755","doc88","dedicated electing kamala harris america<U+393C><U+3E32>s th president affiliated kamala harris neverbernie stillwithher kamala","harris","NOUN","Organization"
"771","doc92","marketing manager","marketing","NOUN","Profession"
"772","doc92","marketing manager","manager","NOUN","Profession"
"782","doc95","whistleblower unfair practice corporates government governemnts organisationsufe mail korporatewolfgmailcom","practice","NOUN","Profession"
"784","doc95","whistleblower unfair practice corporates government governemnts organisationsufe mail korporatewolfgmailcom","government","NOUN","Profession"
"794","doc98","studied marketing finance lse passionate economics international relations political science history","marketing","NOUN","Profession"
"795","doc98","studied marketing finance lse passionate economics international relations political science history","finance","NOUN","Profession"
"797","doc98","studied marketing finance lse passionate economics international relations political science history","passionate","NOUN","Personality"
"801","doc98","studied marketing finance lse passionate economics international relations political science history","political","ADJ","Profession"
"804","doc99","government business operations","government","NOUN","Profession"
"805","doc99","government business operations","business","NOUN","Profession"
"835","doc103","love pop culture lots movie love armie timothee call name charmed greatest happiness teenagehood love music books","music","NOUN","Hobbies"
"842","doc105","love animals humans animal advocate ufa buildthatwallufuf maga americansfirst uffuff ufaf notoillegalimmigrants","advocate","NOUN","Profession"
"854","doc107","press secretary repslotkin proud naral hfa wellesley alumna michigander tweetsviews","press","NOUN","Profession"
"855","doc107","press secretary repslotkin proud naral hfa wellesley alumna michigander tweetsviews","secretary","NOUN","Profession"
"857","doc107","press secretary repslotkin proud naral hfa wellesley alumna michigander tweetsviews","proud","ADJ","Personality"
"879","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","sports","NOUN","Hobbies"
"880","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","music","NOUN","Hobbies"
"881","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","apple","VERB","Organization"
"883","doc110","conservative sports music apple iphone technology gadgets muscle cars new balance","technology","NOUN","Profession"
"908","doc112","loves jesus loves dogs n cats loves pizza hates child animal abusers loves mysteries retired educator il trump proud grandma","proud","ADJ","Personality"
"922","doc114","building strong community love growth let<U+393C><U+3E32>s help reach highest potential everyday dawn malik ali ufc","building","NOUN","Profession"
"924","doc114","building strong community love growth let<U+393C><U+3E32>s help reach highest potential everyday dawn malik ali ufc","community","NOUN","Profession"
"940","doc115","always victor things victorious invictus god always causes us triumph christ god always leads us triumphan procession christ veni vidi vici","victor","NOUN","Organization"
"961","doc116","associate producer newswtsp wvu grad maryland uaufef florida letsgocaps","producer","NOUN","Profession"
"981","doc117","prolife womb tomb natural death rcufama parkinsons wegeners colon cancer photos art swimming hockey grandsth womb uufefusauffauffpeace","swimming","VERB","Hobbies"
"982","doc117","prolife womb tomb natural death rcufama parkinsons wegeners colon cancer photos art swimming hockey grandsth womb uufefusauffauffpeace","hockey","NOUN","Hobbies"
"994","doc118","mindset system america wrestlers mma fighters ufe help serious athletes levels succeed onoff mat uf top podcast","serious","ADJ","Personality"
"1020","doc121","im simple lady hate liars ive hurt lot peoplehoping meet good people kindly follow back add hangouts rubhuffygmailcom","good","ADJ","Personality"
"1073","doc124","time now rise say group conservative women fearless fed evil radical left prolife maga","fearless","VERB","Personality"
"1089","doc126","phd candidate drexel university rd ibclc lecturerkau ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ub ubub ub uucuu uu uauuu uaufuu uuu uuucuuub ub ub ub","university","NOUN","Profession"
"1139","doc128","miembro fundador de esdata sosvenezuela rep<U+663C><U+3E61>blico automotive industry","automotive","NOUN","Profession"
"1143","doc129","trump potus proud retired navy wife retired army mom uffauffuf maga uffauffufwethepeople u","proud","AUX","Personality"
"1148","doc129","trump potus proud retired navy wife retired army mom uffauffuf maga uffauffufwethepeople u","army","NOUN","Profession"
"1154","doc130","sports news current events thingim information insightstl cardsbluesmizzoubillikensne patriots fine dinning","sports","NOUN","Hobbies"
"1159","doc130","sports news current events thingim information insightstl cardsbluesmizzoubillikensne patriots fine dinning","information","NOUN","Profession"
"1211","doc135","bob part grassrootmovement patriot love maga qarmy trump scotus waiting president like potus qanon austria","patriot","NOUN","Personality"
"1234","doc136","inconceivable independent skeptical question everything shine light corruption expose hypocrisy acknowledge good deeds fun","good","ADJ","Personality"
"1263","doc139","husband father son brother friend critical care rn musician life good","critical","ADJ","Personality"
"1266","doc139","husband father son brother friend critical care rn musician life good","musician","ADJ","Profession"
"1268","doc139","husband father son brother friend critical care rn musician life good","good","ADJ","Personality"
"1270","doc140","registered nurse maga kag qanon wwgwga married dms trust plan awe president trump twitter like th account","nurse","NOUN","Profession"
"1275","doc140","registered nurse maga kag qanon wwgwga married dms trust plan awe president trump twitter like th account","married","VERB","Personality"
"1282","doc140","registered nurse maga kag qanon wwgwga married dms trust plan awe president trump twitter like th account","twitter","NOUN","Organization"
"1285","doc140","registered nurse maga kag qanon wwgwga married dms trust plan awe president trump twitter like th account","account","NOUN","Profession"
"1288","doc141","im freelance photographer firefighter johnson county texas love family enjoy teaching others things know","photographer","NOUN","Profession"
"1289","doc141","im freelance photographer firefighter johnson county texas love family enjoy teaching others things know","firefighter","NOUN","Profession"
"1322","doc143","ll follow u asst administrator senior housing community uufef sen citizens disabled animals adore grown kids maga uffauff","administrator","NOUN","Profession"
"1325","doc143","ll follow u asst administrator senior housing community uufef sen citizens disabled animals adore grown kids maga uffauff","community","NOUN","Profession"
"1362","doc147","social media event marketing expert lurves food hockey music kids eastham ma order","social","ADJ","Profession"
"1363","doc147","social media event marketing expert lurves food hockey music kids eastham ma order","media","NOUN","Profession"
"1365","doc147","social media event marketing expert lurves food hockey music kids eastham ma order","marketing","NOUN","Profession"
"1368","doc147","social media event marketing expert lurves food hockey music kids eastham ma order","food","NOUN","Profession"
"1369","doc147","social media event marketing expert lurves food hockey music kids eastham ma order","hockey","NOUN","Hobbies"
"1370","doc147","social media event marketing expert lurves food hockey music kids eastham ma order","music","NOUN","Hobbies"
"1385","doc149","yr vet usmc army nat guard uofo goducks lots beer long ago even im dead ill stand flag told wife burymeupright","army","NOUN","Profession"
"1435","doc152","try sing artist musician","artist","NOUN","Profession"
"1436","doc152","try sing artist musician","musician","NOUN","Profession"
"1441","doc153","single working mom huge general hospital fan","general","ADJ","Profession"
"1459","doc155","lecturer cudenverspa co social entrepreneur retired political organizer former mckinsey former international dev worldbank liberia","lecturer","NOUN","Profession"
"1462","doc155","lecturer cudenverspa co social entrepreneur retired political organizer former mckinsey former international dev worldbank liberia","social","ADJ","Profession"
"1463","doc155","lecturer cudenverspa co social entrepreneur retired political organizer former mckinsey former international dev worldbank liberia","entrepreneur","NOUN","Profession"
"1465","doc155","lecturer cudenverspa co social entrepreneur retired political organizer former mckinsey former international dev worldbank liberia","political","ADJ","Profession"
"1496","doc157","can jail revolutionary cant jail revolution truthbombs rt politics activist humanrights palestine xfiles heavyweightnews media","politics","NOUN","Hobbies"
"1502","doc157","can jail revolutionary cant jail revolution truthbombs rt politics activist humanrights palestine xfiles heavyweightnews media","media","NOUN","Profession"
"1504","doc158","new account last one taken","account","NOUN","Profession"
"1518","doc160","retired usaf cmsgttask force viking dagger westoifoefhoa vethelicopter crew chiefdaddog lovergolferguitaristdrummerbosoxpatsbruinsceltics fan","crew","NOUN","Profession"
"1543","doc164","amber army uleanneashcroftu","army","NOUN","Profession"
"1545","doc165","chairman ceo hendershot holdings warrior truth ufb realaustinball deckerville","chairman","NOUN","Profession"
"1558","doc166","ellijay north georgia<U+393C><U+3E32>s apple wine country best kept secret biking hiking shopping socializing","apple","NOUN","Organization"
"1564","doc166","ellijay north georgia<U+393C><U+3E32>s apple wine country best kept secret biking hiking shopping socializing","biking","VERB","Hobbies"
"1565","doc166","ellijay north georgia<U+393C><U+3E32>s apple wine country best kept secret biking hiking shopping socializing","hiking","VERB","Hobbies"
"1566","doc166","ellijay north georgia<U+393C><U+3E32>s apple wine country best kept secret biking hiking shopping socializing","shopping","NOUN","Hobbies"
"1571","doc167","study rv institute legal studies bengaluru bba llb","legal","ADJ","Profession"
"1606","doc173","jokerufufufmcuffuffblogger studies sustainable development disaster risk reduction tweets reflect actionsuf","development","NOUN","Profession"
"1628","doc175","musician ufb entrepreneur ufc tempe arizona ufe studios llc counsel member uf follow spotify httpstcosiusrkvnvuf follow bsmusicllc uf","musician","X","Profession"
"1630","doc175","musician ufb entrepreneur ufc tempe arizona ufe studios llc counsel member uf follow spotify httpstcosiusrkvnvuf follow bsmusicllc uf","entrepreneur","X","Profession"
"1641","doc175","musician ufb entrepreneur ufc tempe arizona ufe studios llc counsel member uf follow spotify httpstcosiusrkvnvuf follow bsmusicllc uf","spotify","ADJ","Organization"
"1646","doc176","twitter updates asia pacifics first ehealth health magazine pulseit","twitter","NOUN","Organization"
"1653","doc176","twitter updates asia pacifics first ehealth health magazine pulseit","magazine","NOUN","Profession"
"1663","doc177","extreme love passion real estate successful highly motivated determined provide clients best","determined","ADJ","Personality"
"1682","doc180","pessimistic memer spammer valentine<U+393C><U+3E32>s day themed name hearts constantly change pfp reason gamers will win war","pessimistic","ADJ","Personality"
"1713","doc181","maga kag uffauff lists dmsmy tweets opinions uufefuffauff will follow maga semper fi uufefuffauff sales promoting accounts ufab","sales","NOUN","Profession"
"1729","doc183","bama just washed lacrosse player heres highlights httpstcomfterfcn","lacrosse","NOUN","Hobbies"
"1734","doc184","university alabama<U+393C><U+3E35>","university","NOUN","Profession"
"1747","doc188","life long learning never stop ueueueueueueueueueueueueueueueueueueueueaueueueueaueue ueueueueueueueueueueueueueueuebueueueuedueueueueueueueueue","learning","VERB","Profession"
"1765","doc190","playbyplay announcer miami heat heat radio network tvradio broadcastertalk show host nba nfl nhl cfl etc actor voice artist writer","network","NOUN","Profession"
"1777","doc190","playbyplay announcer miami heat heat radio network tvradio broadcastertalk show host nba nfl nhl cfl etc actor voice artist writer","artist","NOUN","Profession"
"1778","doc190","playbyplay announcer miami heat heat radio network tvradio broadcastertalk show host nba nfl nhl cfl etc actor voice artist writer","writer","NOUN","Profession"
"1780","doc191","digital marketing ufbb social media management uff content curation publishing uff","marketing","NOUN","Profession"
"1782","doc191","digital marketing ufbb social media management uff content curation publishing uff","social","ADJ","Profession"
"1783","doc191","digital marketing ufbb social media management uff content curation publishing uff","media","NOUN","Profession"
"1784","doc191","digital marketing ufbb social media management uff content curation publishing uff","management","NOUN","Profession"
"1793","doc192","real value solution software well helps job achieve goals","software","NOUN","Profession"
"1811","doc195","digital transformation marketing manager cisco mum two passion things digital love sporting challenge","marketing","NOUN","Profession"
"1812","doc195","digital transformation marketing manager cisco mum two passion things digital love sporting challenge","manager","NOUN","Profession"
"1824","doc197","track field cross country fan focused iowa state big xii conference iowa high school athletes potential compete level","field","NOUN","Profession"
"1833","doc197","track field cross country fan focused iowa state big xii conference iowa high school athletes potential compete level","conference","NOUN","Profession"
"1836","doc197","track field cross country fan focused iowa state big xii conference iowa high school athletes potential compete level","school","NOUN","Profession"
"1882","doc202","iraq veteran world traveler cable news twitter junkie three time award winner time magazines person year","twitter","NOUN","Organization"
"1895","doc203","t follow twitter don<U+393C><U+3E32>","twitter","NOUN","Organization"
"1901","doc204","married father veteran hard working american supports trump conservatives room racism fake news one nation god uffauffmaga trump","married","ADJ","Personality"
"1919","doc205","account follows current events breaking news without comment bipartisan following everyone anyone never saw return business","account","NOUN","Profession"
"1934","doc205","account follows current events breaking news without comment bipartisan following everyone anyone never saw return business","business","NOUN","Profession"
"1936","doc206","previous account marcburton uk educated tend ask lot questions sorry","account","NOUN","Profession"
"1947","doc207","real estate agent east texas area working buyers sellers residential commercial along builders lenders im help","agent","NOUN","Profession"
"1955","doc207","real estate agent east texas area working buyers sellers residential commercial along builders lenders im help","commercial","ADJ","Profession"
"1976","doc210","single searching serious relationship","serious","ADJ","Personality"
"1990","doc213","shopify developer","developer","NOUN","Profession"
"1998","doc216","smart info adds value ask bell tolls tolls thee stand fight life liberty freedom truth justice god family usa","smart","ADJ","Personality"
"2019","doc218","golfing canoeing kayaking camping husband father dog","canoeing","VERB","Hobbies"
"2020","doc218","golfing canoeing kayaking camping husband father dog","kayaking","VERB","Hobbies"
"2021","doc218","golfing canoeing kayaking camping husband father dog","camping","VERB","Hobbies"
"2027","doc219","thank u next","next","ADV","Organization"
"2039","doc221","im th liberal rest obvious know mystery dont yet honest strong dont take shit call liesuffuff","honest","ADJ","Personality"
"2050","doc222","drvaibhav vats chandigarh university osteology arthrology myology obsessed netflix showtime hbo","university","NOUN","Profession"
"2055","doc222","drvaibhav vats chandigarh university osteology arthrology myology obsessed netflix showtime hbo","netflix","NOUN","Organization"
"2060","doc223","university wisconsin green bay uff believe thisismycrew","university","NOUN","Profession"
"2081","doc227","psalm augsburg university","university","NOUN","Profession"
"2083","doc228","love food people","food","NOUN","Profession"
"2086","doc229","lead singer vinyl highway band nashville tn","singer","NOUN","Profession"
"2101","doc231","art printmaking bookmaking roller skating cooking shihtzus biking family friends food sheher uffufefuduf","skating","VERB","Hobbies"
"2102","doc231","art printmaking bookmaking roller skating cooking shihtzus biking family friends food sheher uffufefuduf","cooking","NOUN","Hobbies"
"2104","doc231","art printmaking bookmaking roller skating cooking shihtzus biking family friends food sheher uffufefuduf","biking","VERB","Hobbies"
"2107","doc231","art printmaking bookmaking roller skating cooking shihtzus biking family friends food sheher uffufefuduf","food","NOUN","Profession"
"2130","doc233","medicine going fun australia england ukraine politics football","politics","NOUN","Hobbies"
"2131","doc233","medicine going fun australia england ukraine politics football","football","NOUN","Hobbies"
"2135","doc234","one citizens perspective political science background mainly tweet write politics never speak politics enjoying great outdoors","political","ADJ","Profession"
"2141","doc234","one citizens perspective political science background mainly tweet write politics never speak politics enjoying great outdoors","politics","NOUN","Hobbies"
"2144","doc234","one citizens perspective political science background mainly tweet write politics never speak politics enjoying great outdoors","politics","NOUN","Hobbies"
"2167","doc236","official twitter animal crossfit","twitter","NOUN","Organization"
"2174","doc237","agronomist mycogen seeds farmer director nebraska soybean board","director","NOUN","Profession"
"2180","doc238","league legends video makerer also make videos kbvtv panunulol <U+393C><U+3E35>","video","NOUN","Profession"
"2204","doc239","die hard new york giants fan bleed blue lets go giants section j crew allin nyg","crew","NOUN","Profession"
"2237","doc245","retired police officer father patriot headbanger backtheblue bluelivesmatter whitesox","police","NOUN","Profession"
"2238","doc245","retired police officer father patriot headbanger backtheblue bluelivesmatter whitesox","officer","NOUN","Profession"
"2240","doc245","retired police officer father patriot headbanger backtheblue bluelivesmatter whitesox","patriot","NOUN","Personality"
"2245","doc246","learning light uffu advocating sikcell ufaauffeworking faith grace uffufecuffauff","learning","VERB","Profession"
"2283","doc249","widow loves two kids looking responsible man can bring back heart ufe uffauff country music ufb brantley gilbert fans","music","NOUN","Hobbies"
"2290","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","honest","ADJ","Personality"
"2295","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","traveling","VERB","Hobbies"
"2296","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","camping","VERB","Hobbies"
"2297","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","fishing","VERB","Hobbies"
"2301","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","reading","VERB","Hobbies"
"2304","doc250","im honest man love animals love traveling camping fishing panting long walks reading id enjoy cooking lol","cooking","NOUN","Hobbies"
"2309","doc252","director secondary education","director","NOUN","Profession"
"2311","doc252","director secondary education","education","NOUN","Profession"
"2314","doc253","best vintage college sports pop culture memories revived softest best fitting gear call us toll free retrobrand","college","NOUN","Profession"
"2315","doc253","best vintage college sports pop culture memories revived softest best fitting gear call us toll free retrobrand","sports","NOUN","Hobbies"
"2331","doc254","tolinked place next level make money related blogging digital marketing strategies","next","ADJ","Organization"
"2336","doc254","tolinked place next level make money related blogging digital marketing strategies","blogging","VERB","Hobbies"
"2338","doc254","tolinked place next level make money related blogging digital marketing strategies","marketing","NOUN","Profession"
"2348","doc256","love family u love leedewyze brilliant artist songwriter albums paranoia oil water frames official website httpstcopixgkf","artist","NOUN","Profession"
"2358","doc257","nice meet high school student kyoto japan don<U+393C><U+3E32>speak english well want speak english well","nice","ADJ","Personality"
"2361","doc257","nice meet high school student kyoto japan don<U+393C><U+3E32>speak english well want speak english well","school","NOUN","Profession"
"2362","doc257","nice meet high school student kyoto japan don<U+393C><U+3E32>speak english well want speak english well","student","NOUN","Profession"
"2377","doc258","rapper afro pop singer songwriter actor lover coriano kingofazanga","singer","NOUN","Profession"
"2390","doc259","love family best husband world love country music vfl ever always uufefufcufufufuf","music","NOUN","Hobbies"
"2430","doc264","believing press recipe disaster","press","NOUN","Profession"
"2434","doc265","parity supportive voter way affiliated howard schultz","supportive","VERB","Personality"
"2478","doc270","husband father regional business manager nuear full fledged er sf giants fanatic","business","NOUN","Profession"
"2479","doc270","husband father regional business manager nuear full fledged er sf giants fanatic","manager","NOUN","Profession"
"2498","doc272","christian married conscientious objector humble respects others opinion","married","VERB","Personality"
"2499","doc272","christian married conscientious objector humble respects others opinion","conscientious","ADJ","Personality"
"2501","doc272","christian married conscientious objector humble respects others opinion","humble","ADJ","Personality"
"2506","doc273","american loving patriot voted president trump will vote trump america great thank president trump","loving","ADJ","Personality"
"2507","doc273","american loving patriot voted president trump will vote trump america great thank president trump","patriot","NOUN","Personality"
"2545","doc276","vi first ai personal trainer shell help meet goals one kind aipowered fitness experience","kind","ADV","Personality"
"2547","doc276","vi first ai personal trainer shell help meet goals one kind aipowered fitness experience","fitness","NOUN","Profession"
"2548","doc276","vi first ai personal trainer shell help meet goals one kind aipowered fitness experience","experience","NOUN","Profession"
"2552","doc277","httpstcosrjqaibx guaranteed fast reliable bulk sms gsm data base mobile marketing web mobile app dev whatsapp","reliable","ADJ","Personality"
"2556","doc277","httpstcosrjqaibx guaranteed fast reliable bulk sms gsm data base mobile marketing web mobile app dev whatsapp","data","NOUN","Profession"
"2558","doc277","httpstcosrjqaibx guaranteed fast reliable bulk sms gsm data base mobile marketing web mobile app dev whatsapp","mobile","ADJ","Profession"
"2559","doc277","httpstcosrjqaibx guaranteed fast reliable bulk sms gsm data base mobile marketing web mobile app dev whatsapp","marketing","NOUN","Profession"
